Application,Images,Epochs,Batchsize,Jobs,GpuType,GpuNumber,ExecutionTime,min,max
pytorch_alexnet,130000,2954,256,J18,K80,1,484179.6674792,43210.573497616,1219185.3277072
pytorch_alexnet,130000,2954,256,J18,Quadro P600,1,1219185.3277072,43210.573497616,1219185.3277072
pytorch_alexnet,130000,2954,256,J18,GTX 1080Ti,2,449432.15966096,43210.573497616,1219185.3277072
pytorch_alexnet,130000,2954,256,J18,M60,2,460064.0178030399,43210.573497616,1219185.3277072
pytorch_alexnet,130000,2954,256,J18,K80,2,469689.44897224,43210.573497616,1219185.3277072
pytorch_alexnet,130000,2954,256,J18,Quadro P600,2,616693.43328208,43210.573497616,1219185.3277072
pytorch_alexnet,130000,2954,256,J18,GTX 1080Ti,3,462150.0169244,43210.573497616,1219185.3277072
pytorch_alexnet,130000,2954,256,J18,M60,3,451516.87958216,43210.573497616,1219185.3277072
pytorch_alexnet,130000,2954,256,J18,K80,3,441890.29020864,43210.573497616,1219185.3277072
pytorch_alexnet,130000,2954,256,J18,Quadro P600,3,294868.61841024004,43210.573497616,1219185.3277072
pytorch_alexnet,130000,2954,256,J18,GTX 1080Ti,4,461413.09518751997,43210.573497616,1219185.3277072
pytorch_alexnet,130000,2954,256,J18,M60,4,434830.31351144,43210.573497616,1219185.3277072
pytorch_alexnet,130000,2954,256,J18,K80,4,410763.89649904,43210.573497616,1219185.3277072
pytorch_alexnet,130000,2954,256,J18,Quadro P600,4,43210.573497616,43210.573497616,1219185.3277072
pytorch_alexnet,130000,2954,256,J18,GTX 1080Ti,5,455294.26170872,43210.573497616,1219185.3277072
pytorch_alexnet,130000,2954,256,J18,M60,5,414887.97648984,43210.573497616,1219185.3277072
pytorch_alexnet,130000,2954,256,J18,K80,5,378306.60857472,43210.573497616,1219185.3277072
pytorch_alexnet,130000,2954,256,J18,Quadro P600,5,378306.60857472,43210.573497616,1219185.3277072
pytorch_alexnet,130000,2954,256,J18,GTX 1080Ti,6,446484.47247712,43210.573497616,1219185.3277072
pytorch_alexnet,130000,2954,256,J18,M60,6,393317.75387464,43210.573497616,1219185.3277072
pytorch_alexnet,130000,2954,256,J18,K80,6,345183.87377936,43210.573497616,1219185.3277072
pytorch_alexnet,130000,2954,256,J18,Quadro P600,6,345183.87377936,43210.573497616,1219185.3277072
pytorch_alexnet,130000,2954,256,J18,GTX 1080Ti,7,436136.99414264,43210.573497616,1219185.3277072
pytorch_alexnet,130000,2954,256,J18,M60,7,370817.31098776,43210.573497616,1219185.3277072
pytorch_alexnet,130000,2954,256,J18,K80,7,311680.88344343996,43210.573497616,1219185.3277072
pytorch_alexnet,130000,2954,256,J18,Quadro P600,7,311680.88344343996,43210.573497616,1219185.3277072
pytorch_alexnet,130000,2954,256,J18,GTX 1080Ti,8,424828.46014840005,43210.573497616,1219185.3277072
pytorch_alexnet,130000,2954,256,J18,M60,8,347735.48037199996,43210.573497616,1219185.3277072
pytorch_alexnet,130000,2954,256,J18,K80,8,277940.23352759995,43210.573497616,1219185.3277072
pytorch_alexnet,130000,2954,256,J18,Quadro P600,8,277940.23352759995,43210.573497616,1219185.3277072
pytorch_alexnet,130000,1176,512,J19,GTX 1080Ti,1,151972.30280064,79472.90272991998,461614.95020256005
pytorch_alexnet,130000,1176,512,J19,M60,1,171654.54397728,79472.90272991998,461614.95020256005
pytorch_alexnet,130000,1176,512,J19,K80,1,189473.63570016,79472.90272991998,461614.95020256005
pytorch_alexnet,130000,1176,512,J19,Quadro P600,1,461614.95020256005,79472.90272991998,461614.95020256005
pytorch_alexnet,130000,1176,512,J19,GTX 1080Ti,2,176905.57872288002,79472.90272991998,461614.95020256005
pytorch_alexnet,130000,1176,512,J19,M60,2,179439.33577919996,79472.90272991998,461614.95020256005
pytorch_alexnet,130000,1176,512,J19,K80,2,181733.24373119997,79472.90272991998,461614.95020256005
pytorch_alexnet,130000,1176,512,J19,Quadro P600,2,216766.85442048003,79472.90272991998,461614.95020256005
pytorch_alexnet,130000,1176,512,J19,GTX 1080Ti,3,180655.30674911998,79472.90272991998,461614.95020256005
pytorch_alexnet,130000,1176,512,J19,M60,3,174223.71053472,79472.90272991998,461614.95020256005
pytorch_alexnet,130000,1176,512,J19,K80,3,168400.93850496,79472.90272991998,461614.95020256005
pytorch_alexnet,130000,1176,512,J19,Quadro P600,3,79472.90272991998,79472.90272991998,461614.95020256005
pytorch_alexnet,130000,1176,512,J19,GTX 1080Ti,4,179109.14776608002,79472.90272991998,461614.95020256005
pytorch_alexnet,130000,1176,512,J19,M60,4,165757.98100512,79472.90272991998,461614.95020256005
pytorch_alexnet,130000,1176,512,J19,K80,4,153670.65499968,79472.90272991998,461614.95020256005
pytorch_alexnet,130000,1176,512,J19,Quadro P600,4,153670.65499968,79472.90272991998,461614.95020256005
pytorch_alexnet,130000,1176,512,J19,GTX 1080Ti,5,175444.63401696002,79472.90272991998,461614.95020256005
pytorch_alexnet,130000,1176,512,J19,M60,5,155992.20981792003,79472.90272991998,461614.95020256005
pytorch_alexnet,130000,1176,512,J19,K80,5,138381.18020160001,79472.90272991998,461614.95020256005
pytorch_alexnet,130000,1176,512,J19,Quadro P600,5,138381.18020160001,79472.90272991998,461614.95020256005
pytorch_alexnet,130000,1176,512,J19,GTX 1080Ti,6,170720.94283776003,79472.90272991998,461614.95020256005
pytorch_alexnet,130000,1176,512,J19,M60,6,145576.41775488,79472.90272991998,461614.95020256005
pytorch_alexnet,130000,1176,512,J19,K80,6,122812.10971008,79472.90272991998,461614.95020256005
pytorch_alexnet,130000,1176,512,J19,Quadro P600,6,122812.10971008,79472.90272991998,461614.95020256005
pytorch_alexnet,130000,1176,512,J19,GTX 1080Ti,7,165392.00745312,79472.90272991998,461614.95020256005
pytorch_alexnet,130000,1176,512,J19,M60,7,134789.18519808,79472.90272991998,461614.95020256005
pytorch_alexnet,130000,1176,512,J19,K80,7,107083.27030464,79472.90272991998,461614.95020256005
pytorch_alexnet,130000,1176,512,J19,Quadro P600,7,107083.27030464,79472.90272991998,461614.95020256005
pytorch_alexnet,130000,1176,512,J19,GTX 1080Ti,8,159684.79445184,79472.90272991998,461614.95020256005
pytorch_alexnet,130000,1176,512,J19,M60,8,123769.80233856001,79472.90272991998,461614.95020256005
pytorch_alexnet,130000,1176,512,J19,K80,8,91254.57528096001,79472.90272991998,461614.95020256005
pytorch_alexnet,130000,1176,512,J19,Quadro P600,8,91254.57528096001,79472.90272991998,461614.95020256005
pytorch_alexnet,130000,952,1024,J20,GTX 1080Ti,1,122833.55350783998,49145.55341696,364214.90537824
pytorch_alexnet,130000,952,1024,J20,M60,1,138176.808112,49145.55341696,364214.90537824
pytorch_alexnet,130000,952,1024,J20,K80,1,152067.64802879997,49145.55341696,364214.90537824
pytorch_alexnet,130000,952,1024,J20,Quadro P600,1,364214.90537824,49145.55341696,364214.90537824
pytorch_alexnet,130000,952,1024,J20,GTX 1080Ti,2,142388.98553824,49145.55341696,364214.90537824
pytorch_alexnet,130000,952,1024,J20,M60,2,143761.73065856,49145.55341696,364214.90537824
pytorch_alexnet,130000,952,1024,J20,K80,2,145004.52972095998,49145.55341696,364214.90537824
pytorch_alexnet,130000,952,1024,J20,Quadro P600,2,163985.12537792002,49145.55341696,364214.90537824
pytorch_alexnet,130000,952,1024,J20,GTX 1080Ti,3,144890.73072544,49145.55341696,364214.90537824
pytorch_alexnet,130000,952,1024,J20,M60,3,138804.74841632,49145.55341696,364214.90537824
pytorch_alexnet,130000,952,1024,J20,K80,3,133294.87400992,49145.55341696,364214.90537824
pytorch_alexnet,130000,952,1024,J20,Quadro P600,3,49145.55341696,49145.55341696,364214.90537824
pytorch_alexnet,130000,952,1024,J20,GTX 1080Ti,4,143129.05415424,49145.55341696,364214.90537824
pytorch_alexnet,130000,952,1024,J20,M60,4,131212.29000544,49145.55341696,364214.90537824
pytorch_alexnet,130000,952,1024,J20,K80,4,120423.58393856,49145.55341696,364214.90537824
pytorch_alexnet,130000,952,1024,J20,Quadro P600,4,120423.58393856,49145.55341696,364214.90537824
pytorch_alexnet,130000,952,1024,J20,GTX 1080Ti,5,139662.00891776002,49145.55341696,364214.90537824
pytorch_alexnet,130000,952,1024,J20,M60,5,122565.64109664001,49145.55341696,364214.90537824
pytorch_alexnet,130000,952,1024,J20,K80,5,107087.64010784,49145.55341696,364214.90537824
pytorch_alexnet,130000,952,1024,J20,Quadro P600,5,107087.64010784,49145.55341696,364214.90537824
pytorch_alexnet,130000,952,1024,J20,GTX 1080Ti,6,135342.27932960002,49145.55341696,364214.90537824
pytorch_alexnet,130000,952,1024,J20,M60,6,113391.89693888,49145.55341696,364214.90537824
pytorch_alexnet,130000,952,1024,J20,K80,6,93519.36943552,49145.55341696,364214.90537824
pytorch_alexnet,130000,952,1024,J20,Quadro P600,6,93519.36943552,49145.55341696,364214.90537824
pytorch_alexnet,130000,952,1024,J20,GTX 1080Ti,7,130535.30155680001,49145.55341696,364214.90537824
pytorch_alexnet,130000,952,1024,J20,M60,7,103916.95551776001,49145.55341696,364214.90537824
pytorch_alexnet,130000,952,1024,J20,K80,7,79818.34053536,49145.55341696,364214.90537824
pytorch_alexnet,130000,952,1024,J20,Quadro P600,7,79818.34053536,49145.55341696,364214.90537824
pytorch_alexnet,130000,952,1024,J20,GTX 1080Ti,8,125423.79368288,49145.55341696,364214.90537824
pytorch_alexnet,130000,952,1024,J20,M60,8,94253.76576896,49145.55341696,364214.90537824
pytorch_alexnet,130000,952,1024,J20,K80,8,66034.33775232,49145.55341696,364214.90537824
pytorch_alexnet,130000,952,1024,J20,Quadro P600,8,66034.33775232,49145.55341696,364214.90537824
pytorch_alexnet,130000,1174,128,J21,GTX 1080Ti,1,153081.77544653334,45897.992556,532119.7048766668
pytorch_alexnet,130000,1174,128,J21,M60,1,177175.08423866666,45897.992556,532119.7048766668
pytorch_alexnet,130000,1174,128,J21,K80,1,198987.68565419997,45897.992556,532119.7048766668
pytorch_alexnet,130000,1174,128,J21,Quadro P600,1,532119.7048766668,45897.992556,532119.7048766668
pytorch_alexnet,130000,1174,128,J21,GTX 1080Ti,2,182632.30231666667,45897.992556,532119.7048766668
pytorch_alexnet,130000,1174,128,J21,M60,2,190260.826155,45897.992556,532119.7048766668
pytorch_alexnet,130000,1174,128,J21,K80,2,197167.2229064,45897.992556,532119.7048766668
pytorch_alexnet,130000,1174,128,J21,Quadro P600,2,302644.8708476667,45897.992556,532119.7048766668
pytorch_alexnet,130000,1174,128,J21,GTX 1080Ti,3,190306.2632422,45897.992556,532119.7048766668
pytorch_alexnet,130000,1174,128,J21,M60,3,190482.6051253333,45897.992556,532119.7048766668
pytorch_alexnet,130000,1174,128,J21,K80,3,190642.25417640002,45897.992556,532119.7048766668
pytorch_alexnet,130000,1174,128,J21,Quadro P600,3,193080.4878946667,45897.992556,532119.7048766668
pytorch_alexnet,130000,1174,128,J21,GTX 1080Ti,4,192511.08271093332,45897.992556,532119.7048766668
pytorch_alexnet,130000,1174,128,J21,M60,4,187488.3933396,45897.992556,532119.7048766668
pytorch_alexnet,130000,1174,128,J21,K80,4,182941.15901933334,45897.992556,532119.7048766668
pytorch_alexnet,130000,1174,128,J21,Quadro P600,4,113493.71771066665,45897.992556,532119.7048766668
pytorch_alexnet,130000,1174,128,J21,GTX 1080Ti,5,192528.2455343333,45897.992556,532119.7048766668
pytorch_alexnet,130000,1174,128,J21,M60,5,183207.78525926667,45897.992556,532119.7048766668
pytorch_alexnet,130000,1174,128,J21,K80,5,174769.613221,45897.992556,532119.7048766668
pytorch_alexnet,130000,1174,128,J21,Quadro P600,5,45897.992556,45897.992556,532119.7048766668
pytorch_alexnet,130000,1174,128,J21,GTX 1080Ti,6,191451.58011333333,45897.992556,532119.7048766668
pytorch_alexnet,130000,1174,128,J21,M60,6,178283.9790512,45897.992556,532119.7048766668
pytorch_alexnet,130000,1174,128,J21,K80,6,166362.8421216,45897.992556,532119.7048766668
pytorch_alexnet,130000,1174,128,J21,Quadro P600,6,166362.8421216,45897.992556,532119.7048766668
pytorch_alexnet,130000,1174,128,J21,GTX 1080Ti,7,189749.86989180002,45897.992556,532119.7048766668
pytorch_alexnet,130000,1174,128,J21,M60,7,172992.63101113334,45897.992556,532119.7048766668
pytorch_alexnet,130000,1174,128,J21,K80,7,157821.65659240002,45897.992556,532119.7048766668
pytorch_alexnet,130000,1174,128,J21,Quadro P600,7,157821.65659240002,45897.992556,532119.7048766668
pytorch_alexnet,130000,1174,128,J21,GTX 1080Ti,8,187657.5067482,45897.992556,532119.7048766668
pytorch_alexnet,130000,1174,128,J21,M60,8,167471.56940433334,45897.992556,532119.7048766668
pytorch_alexnet,130000,1174,128,J21,K80,8,149196.4620103333,45897.992556,532119.7048766668
pytorch_alexnet,130000,1174,128,J21,Quadro P600,8,149196.4620103333,45897.992556,532119.7048766668
pytorch_alexnet,130000,2957,256,J22,GTX 1080Ti,1,383278.2838506333,43214.05668984001,1220389.301204
pytorch_alexnet,130000,2957,256,J22,M60,1,436488.7218496,43214.05668984001,1220389.301204
pytorch_alexnet,130000,2957,256,J22,K80,1,484662.1828854,43214.05668984001,1220389.301204
pytorch_alexnet,130000,2957,256,J22,Quadro P600,1,1220389.301204,43214.05668984001,1220389.301204
pytorch_alexnet,130000,2957,256,J22,GTX 1080Ti,2,449883.5244735666,43214.05668984001,1220389.301204
pytorch_alexnet,130000,2957,256,J22,M60,2,460524.2527010333,43214.05668984001,1220389.301204
pytorch_alexnet,130000,2957,256,J22,K80,2,470157.71426393336,43214.05668984001,1220389.301204
pytorch_alexnet,130000,2957,256,J22,Quadro P600,2,617284.3426639667,43214.05668984001,1220389.301204
pytorch_alexnet,130000,2957,256,J22,GTX 1080Ti,3,462614.86047346663,43214.05668984001,1220389.301204
pytorch_alexnet,130000,2957,256,J22,M60,3,451968.81122306664,43214.05668984001,1220389.301204
pytorch_alexnet,130000,2957,256,J22,K80,3,442330.5323129,43214.05668984001,1220389.301204
pytorch_alexnet,130000,2957,256,J22,Quadro P600,3,295130.3312887,43214.05668984001,1220389.301204
pytorch_alexnet,130000,2957,256,J22,GTX 1080Ti,4,461877.72039153334,43214.05668984001,1220389.301204
pytorch_alexnet,130000,2957,256,J22,M60,4,435265.62651490007,43214.05668984001,1220389.301204
pytorch_alexnet,130000,2957,256,J22,K80,4,411172.6720048334,43214.05668984001,1220389.301204
pytorch_alexnet,130000,2957,256,J22,Quadro P600,4,43214.05668984001,43214.05668984001,1220389.301204
pytorch_alexnet,130000,2957,256,J22,GTX 1080Ti,5,455753.1897783,43214.05668984001,1220389.301204
pytorch_alexnet,130000,2957,256,J22,M60,5,415303.3446329334,43214.05668984001,1220389.301204
pytorch_alexnet,130000,2957,256,J22,K80,5,378682.54027510004,43214.05668984001,1220389.301204
pytorch_alexnet,130000,2957,256,J22,Quadro P600,5,378682.54027510004,43214.05668984001,1220389.301204
pytorch_alexnet,130000,2957,256,J22,GTX 1080Ti,6,446934.9639487,43214.05668984001,1220389.301204
pytorch_alexnet,130000,2957,256,J22,M60,6,393711.5141640667,43214.05668984001,1220389.301204
pytorch_alexnet,130000,2957,256,J22,K80,6,345526.2729331,43214.05668984001,1220389.301204
pytorch_alexnet,130000,2957,256,J22,Quadro P600,6,345526.2729331,43214.05668984001,1220389.301204
pytorch_alexnet,130000,2957,256,J22,GTX 1080Ti,7,436577.48369566665,43214.05668984001,1220389.301204
pytorch_alexnet,130000,2957,256,J22,M60,7,371188.5129614667,43214.05668984001,1220389.301204
pytorch_alexnet,130000,2957,256,J22,K80,7,311989.35669796664,43214.05668984001,1220389.301204
pytorch_alexnet,130000,2957,256,J22,Quadro P600,7,311989.35669796664,43214.05668984001,1220389.301204
pytorch_alexnet,130000,2957,256,J22,GTX 1080Ti,8,425257.9694156667,43214.05668984001,1220389.301204
pytorch_alexnet,130000,2957,256,J22,M60,8,348083.5300995667,43214.05668984001,1220389.301204
pytorch_alexnet,130000,2957,256,J22,K80,8,278214.5347321333,43214.05668984001,1220389.301204
pytorch_alexnet,130000,2957,256,J22,Quadro P600,8,278214.5347321333,43214.05668984001,1220389.301204
pytorch_alexnet,130000,670,512,J23,GTX 1080Ti,1,86581.98405066667,45257.09016366667,262976.3042666667
pytorch_alexnet,130000,670,512,J23,M60,1,97794.37864166667,45257.09016366667,262976.3042666667
pytorch_alexnet,130000,670,512,J23,K80,1,107945.39177233333,45257.09016366667,262976.3042666667
pytorch_alexnet,130000,670,512,J23,Quadro P600,1,262976.3042666667,45257.09016366667,262976.3042666667
pytorch_alexnet,130000,670,512,J23,GTX 1080Ti,2,100787.25287433334,45257.09016366667,262976.3042666667
pytorch_alexnet,130000,670,512,J23,M60,2,102229.64642833335,45257.09016366667,262976.3042666667
pytorch_alexnet,130000,670,512,J23,K80,2,103535.50090566666,45257.09016366667,262976.3042666667
pytorch_alexnet,130000,670,512,J23,Quadro P600,2,123479.10760733332,45257.09016366667,262976.3042666667
pytorch_alexnet,130000,670,512,J23,GTX 1080Ti,3,102923.874946,45257.09016366667,262976.3042666667
pytorch_alexnet,130000,670,512,J23,M60,3,99258.32185233332,45257.09016366667,262976.3042666667
pytorch_alexnet,130000,670,512,J23,K80,3,95939.75532666668,45257.09016366667,262976.3042666667
pytorch_alexnet,130000,670,512,J23,Quadro P600,3,45257.09016366667,45257.09016366667,262976.3042666667
pytorch_alexnet,130000,670,512,J23,GTX 1080Ti,4,102043.335352,45257.09016366667,262976.3042666667
pytorch_alexnet,130000,670,512,J23,M60,4,94435.34920800001,45257.09016366667,262976.3042666667
pytorch_alexnet,130000,670,512,J23,K80,4,87547.54604166666,45257.09016366667,262976.3042666667
pytorch_alexnet,130000,670,512,J23,Quadro P600,4,87547.54604166666,45257.09016366667,262976.3042666667
pytorch_alexnet,130000,670,512,J23,GTX 1080Ti,5,99955.931056,45257.09016366667,262976.3042666667
pytorch_alexnet,130000,670,512,J23,M60,5,88871.71731400001,45257.09016366667,262976.3042666667
pytorch_alexnet,130000,670,512,J23,K80,5,78836.75128766667,45257.09016366667,262976.3042666667
pytorch_alexnet,130000,670,512,J23,Quadro P600,5,78836.75128766667,45257.09016366667,262976.3042666667
pytorch_alexnet,130000,670,512,J23,GTX 1080Ti,6,97265.09443133335,45257.09016366667,262976.3042666667
pytorch_alexnet,130000,670,512,J23,M60,6,82937.75582866668,45257.09016366667,262976.3042666667
pytorch_alexnet,130000,670,512,J23,K80,6,69966.663788,45257.09016366667,262976.3042666667
pytorch_alexnet,130000,670,512,J23,Quadro P600,6,69966.663788,45257.09016366667,262976.3042666667
pytorch_alexnet,130000,670,512,J23,GTX 1080Ti,7,94229.43933633334,45257.09016366667,262976.3042666667
pytorch_alexnet,130000,670,512,J23,M60,7,76792.17738933334,45257.09016366667,262976.3042666667
pytorch_alexnet,130000,670,512,J23,K80,7,61005.551875,45257.09016366667,262976.3042666667
pytorch_alexnet,130000,670,512,J23,Quadro P600,7,61005.551875,45257.09016366667,262976.3042666667
pytorch_alexnet,130000,670,512,J23,GTX 1080Ti,8,90978.27266666667,45257.09016366667,262976.3042666667
pytorch_alexnet,130000,670,512,J23,M60,8,70514.33838166668,45257.09016366667,262976.3042666667
pytorch_alexnet,130000,670,512,J23,K80,8,51987.54970366666,45257.09016366667,262976.3042666667
pytorch_alexnet,130000,670,512,J23,Quadro P600,8,51987.54970366666,45257.09016366667,262976.3042666667
pytorch_alexnet,130000,1227,1024,J24,GTX 1080Ti,1,158315.9047044,63258.84623129999,469350.19172899995
pytorch_alexnet,130000,1227,1024,J24,M60,1,178086.60453900002,63258.84623129999,469350.19172899995
pytorch_alexnet,130000,1227,1024,J24,K80,1,195985.7813555,63258.84623129999,469350.19172899995
pytorch_alexnet,130000,1227,1024,J24,Quadro P600,1,469350.19172899995,63258.84623129999,469350.19172899995
pytorch_alexnet,130000,1227,1024,J24,GTX 1080Ti,2,183520.12467170003,63258.84623129999,469350.19172899995
pytorch_alexnet,130000,1227,1024,J24,M60,2,185284.64318749998,63258.84623129999,469350.19172899995
pytorch_alexnet,130000,1227,1024,J24,K80,2,186882.1297843,63258.84623129999,469350.19172899995
pytorch_alexnet,130000,1227,1024,J24,Quadro P600,2,211279.6756569,63258.84623129999,469350.19172899995
pytorch_alexnet,130000,1227,1024,J24,GTX 1080Ti,3,186745.70493039998,63258.84623129999,469350.19172899995
pytorch_alexnet,130000,1227,1024,J24,M60,3,178896.34003960004,63258.84623129999,469350.19172899995
pytorch_alexnet,130000,1227,1024,J24,K80,3,171790.0073711,63258.84623129999,469350.19172899995
pytorch_alexnet,130000,1227,1024,J24,Quadro P600,3,63258.84623129999,63258.84623129999,469350.19172899995
pytorch_alexnet,130000,1227,1024,J24,GTX 1080Ti,4,184476.6252824,63258.84623129999,469350.19172899995
pytorch_alexnet,130000,1227,1024,J24,M60,4,169111.4514835,63258.84623129999,469350.19172899995
pytorch_alexnet,130000,1227,1024,J24,K80,4,155200.7672065,63258.84623129999,469350.19172899995
pytorch_alexnet,130000,1227,1024,J24,Quadro P600,4,155200.7672065,63258.84623129999,469350.19172899995
pytorch_alexnet,130000,1227,1024,J24,GTX 1080Ti,5,180009.681639,63258.84623129999,469350.19172899995
pytorch_alexnet,130000,1227,1024,J24,M60,5,157967.9286905,63258.84623129999,469350.19172899995
pytorch_alexnet,130000,1227,1024,J24,K80,5,138012.67995770002,63258.84623129999,469350.19172899995
pytorch_alexnet,130000,1227,1024,J24,Quadro P600,5,138012.67995770002,63258.84623129999,469350.19172899995
pytorch_alexnet,130000,1227,1024,J24,GTX 1080Ti,6,174443.8059979,63258.84623129999,469350.19172899995
pytorch_alexnet,130000,1227,1024,J24,M60,6,146145.08884039999,63258.84623129999,469350.19172899995
pytorch_alexnet,130000,1227,1024,J24,K80,6,120525.1691668,63258.84623129999,469350.19172899995
pytorch_alexnet,130000,1227,1024,J24,Quadro P600,6,120525.1691668,63258.84623129999,469350.19172899995
pytorch_alexnet,130000,1227,1024,J24,GTX 1080Ti,7,168249.96926199997,63258.84623129999,469350.19172899995
pytorch_alexnet,130000,1227,1024,J24,M60,7,133934.06782650002,63258.84623129999,469350.19172899995
pytorch_alexnet,130000,1227,1024,J24,K80,7,102866.5591973,63258.84623129999,469350.19172899995
pytorch_alexnet,130000,1227,1024,J24,Quadro P600,7,102866.5591973,63258.84623129999,469350.19172899995
pytorch_alexnet,130000,1227,1024,J24,GTX 1080Ti,8,161663.6567805,63258.84623129999,469350.19172899995
pytorch_alexnet,130000,1227,1024,J24,M60,8,121480.4335341,63258.84623129999,469350.19172899995
pytorch_alexnet,130000,1227,1024,J24,K80,8,85101.0122514,63258.84623129999,469350.19172899995
pytorch_alexnet,130000,1227,1024,J24,Quadro P600,8,85101.0122514,63258.84623129999,469350.19172899995
pytorch_alexnet,130000,1302,128,J25,GTX 1080Ti,1,169770.0127812,50899.4214696,590132.944476
pytorch_alexnet,130000,1302,128,J25,M60,1,196490.11951200003,50899.4214696,590132.944476
pytorch_alexnet,130000,1302,128,J25,K80,1,220680.862314,50899.4214696,590132.944476
pytorch_alexnet,130000,1302,128,J25,Quadro P600,1,590132.944476,50899.4214696,590132.944476
pytorch_alexnet,130000,1302,128,J25,GTX 1080Ti,2,202542.6704424,50899.4214696,590132.944476
pytorch_alexnet,130000,1302,128,J25,M60,2,211002.8190624,50899.4214696,590132.944476
pytorch_alexnet,130000,1302,128,J25,K80,2,218662.117824,50899.4214696,590132.944476
pytorch_alexnet,130000,1302,128,J25,Quadro P600,2,335638.42941000004,50899.4214696,590132.944476
pytorch_alexnet,130000,1302,128,J25,GTX 1080Ti,3,211053.3744204,50899.4214696,590132.944476
pytorch_alexnet,130000,1302,128,J25,M60,3,211248.8433828,50899.4214696,590132.944476
pytorch_alexnet,130000,1302,128,J25,K80,3,211425.8089536,50899.4214696,590132.944476
pytorch_alexnet,130000,1302,128,J25,Quadro P600,3,214128.5080308,50899.4214696,590132.944476
pytorch_alexnet,130000,1302,128,J25,GTX 1080Ti,4,213498.5900148,50899.4214696,590132.944476
pytorch_alexnet,130000,1302,128,J25,M60,4,207928.1988492,50899.4214696,590132.944476
pytorch_alexnet,130000,1302,128,J25,K80,4,202885.1089788,50899.4214696,590132.944476
pytorch_alexnet,130000,1302,128,J25,Quadro P600,4,125864.73506400002,50899.4214696,590132.944476
pytorch_alexnet,130000,1302,128,J25,GTX 1080Ti,5,213517.6101888,50899.4214696,590132.944476
pytorch_alexnet,130000,1302,128,J25,M60,5,203180.88677399998,50899.4214696,590132.944476
pytorch_alexnet,130000,1302,128,J25,K80,5,193822.6525548,50899.4214696,590132.944476
pytorch_alexnet,130000,1302,128,J25,Quadro P600,5,50899.4214696,50899.4214696,590132.944476
pytorch_alexnet,130000,1302,128,J25,GTX 1080Ti,6,212323.5327456,50899.4214696,590132.944476
pytorch_alexnet,130000,1302,128,J25,M60,6,197720.24096520004,50899.4214696,590132.944476
pytorch_alexnet,130000,1302,128,J25,K80,6,184499.3179248,50899.4214696,590132.944476
pytorch_alexnet,130000,1302,128,J25,Quadro P600,6,184499.3179248,50899.4214696,590132.944476
pytorch_alexnet,130000,1302,128,J25,GTX 1080Ti,7,210436.25658959997,50899.4214696,590132.944476
pytorch_alexnet,130000,1302,128,J25,M60,7,191851.9758588,50899.4214696,590132.944476
pytorch_alexnet,130000,1302,128,J25,K80,7,175026.9100236,50899.4214696,590132.944476
pytorch_alexnet,130000,1302,128,J25,Quadro P600,7,175026.9100236,50899.4214696,590132.944476
pytorch_alexnet,130000,1302,128,J25,GTX 1080Ti,8,208115.73126600002,50899.4214696,590132.944476
pytorch_alexnet,130000,1302,128,J25,M60,8,185728.94871,50899.4214696,590132.944476
pytorch_alexnet,130000,1302,128,J25,K80,8,165461.33130000002,50899.4214696,590132.944476
pytorch_alexnet,130000,1302,128,J25,Quadro P600,8,165461.33130000002,50899.4214696,590132.944476
pytorch_alexnet,130000,2959,256,J26,GTX 1080Ti,1,383533.4015168857,43214.40814444286,1221190.2821171428
pytorch_alexnet,130000,2959,256,J26,M60,1,436778.53690774285,43214.40814444286,1221190.2821171428
pytorch_alexnet,130000,2959,256,J26,K80,1,484983.4109519143,43214.40814444286,1221190.2821171428
pytorch_alexnet,130000,2959,256,J26,Quadro P600,1,1221190.2821171428,43214.40814444286,1221190.2821171428
pytorch_alexnet,130000,2959,256,J26,GTX 1080Ti,2,450184.18723897147,43214.40814444286,1221190.2821171428
pytorch_alexnet,130000,2959,256,J26,M60,2,460830.7348442286,43214.40814444286,1221190.2821171428
pytorch_alexnet,130000,2959,256,J26,K80,2,470469.4649725714,43214.40814444286,1221190.2821171428
pytorch_alexnet,130000,2959,256,J26,Quadro P600,2,617676.5561978001,43214.40814444286,1221190.2821171428
pytorch_alexnet,130000,2959,256,J26,GTX 1080Ti,3,462924.5365174572,43214.40814444286,1221190.2821171428
pytorch_alexnet,130000,2959,256,J26,M60,3,452269.7762499715,43214.40814444286,1221190.2821171428
pytorch_alexnet,130000,2959,256,J26,K80,3,442623.6109155143,43214.40814444286,1221190.2821171428
pytorch_alexnet,130000,2959,256,J26,Quadro P600,3,295302.96535991423,43214.40814444286,1221190.2821171428
pytorch_alexnet,130000,2959,256,J26,GTX 1080Ti,4,462187.2767273143,43214.40814444286,1221190.2821171428
pytorch_alexnet,130000,2959,256,J26,M60,4,435555.52843848575,43214.40814444286,1221190.2821171428
pytorch_alexnet,130000,2959,256,J26,K80,4,411444.78000811435,43214.40814444286,1221190.2821171428
pytorch_alexnet,130000,2959,256,J26,Quadro P600,4,43214.40814444286,43214.40814444286,1221190.2821171428
pytorch_alexnet,130000,2959,256,J26,GTX 1080Ti,5,456058.97324208566,43214.40814444286,1221190.2821171428
pytorch_alexnet,130000,2959,256,J26,M60,5,415579.96500774287,43214.40814444286,1221190.2821171428
